Year,Route,GRASS_3km,GRASS_5km,GRASS_10km,ED_3km,ED_5km,ED_10km,PDSI,TMAX,PCP,TMIN
2002,1,64.9955,61.5264,60.2056,74.0261,76.1959,74.7547,-0.17,90.8,1.176666667,23.8
2002,2,51.3019,56.4517,59.9014,73.7199,72.5935,72.4568,-1.073333333,91.9,0.966666667,22.1
2002,3,87.6415,84.5643,80.3489,27.6997,31.9668,38.4419,-0.17,90.8,1.176666667,23.8
2002,4,87.8123,83.3036,81.7953,28.7133,31.6831,34.2695,-1.073333333,91.9,0.966666667,22.1
2002,5,78.6736,68.7044,56.1598,49.3195,55.4302,57.3272,-3.113333333,95.8,0.453333333,19.6
2002,6,69.7856,66.6179,64.7398,51.2274,50.9063,50.584,-2.923333333,95,0.52,20.4
2002,7,92.6625,89.6163,85.6991,32.6145,37.1704,42.3145,-0.17,90.8,1.176666667,23.8
2002,8,83.7953,80.1366,81.7847,48.3568,54.6869,48.8461,-1.073333333,91.9,0.966666667,22.1
2002,9,60.4711,53.1898,48.3663,59.6339,64.7864,60.8433,-2.923333333,95,0.52,20.4
2002,10,43.246,32.8051,34.8173,42.2972,42.4707,46.0112,-3.113333333,95.8,0.453333333,19.6
2002,11,77.8502,80.8095,81.0277,59.5545,53.9372,45.5443,-1.073333333,91.9,0.966666667,22.1
2002,12,76.5926,67.5905,67.2667,61.5433,62.1688,65.6602,-1.073333333,91.9,0.966666667,22.1
2002,13,74.5659,64.3165,61.2657,42.2784,37.9207,43.7634,-1.586666667,92.7,0.616666667,20.9
2002,14,86.7964,85.059,85.5693,38.7805,42.1296,40.9369,-1.073333333,91.9,0.966666667,22.1
2002,15,86.7927,85.318,80.8378,44.7183,48.2775,52.2895,-0.17,90.8,1.176666667,23.8
2002,16,58.563,58.2517,46.2409,51.9847,50.7874,52.5387,-2.923333333,95,0.52,20.4
2002,17,78.773,73.1823,72.0222,62.7866,70.7097,70.6847,-0.17,90.8,1.176666667,23.8
2002,18,70.2914,63.4263,54.7576,51.9403,58.7503,58.124,-3.113333333,95.8,0.453333333,19.6
2002,19,73.5677,68.2612,66.8066,65.1624,70.5714,70.2325,-1.073333333,91.9,0.966666667,22.1
2002,20,93.9682,92.2189,86.4281,29.0887,32.5057,41.685,-0.17,90.8,1.176666667,23.8
2002,21,67.833,63.8083,51.753,51.8563,51.0794,59.2856,-2.923333333,95,0.52,20.4
2002,22,70.5772,68.7878,68.9555,59.6656,62.9594,63.7751,-1.073333333,91.9,0.966666667,22.1
2002,23,43.4033,42.3817,47.0989,45.0089,47.6807,45.33,-2.923333333,95,0.52,20.4
